"gold","UMass","UCI","NPMI","C_A","C_P","C_V","words","rating"
"2.8571428571","-1.5577992426","1.728585988","0.1783039431","0.2850075423","0.6670876652","0.557552143","5","good"
"3","-2.0684041773","1.3853601307","0.1254222861","0.2106666006","0.5223183421","0.5185912225","5","good"
"2.4","-2.8466073324","0.9218481917","0.1436033985","0.3613734257","0.713446232","0.6590541442","5","bad"
"2.3333333333","-2.919710476","0.3471463341","0.0580854509","0.2954200547","0.5292720273","0.4921040243","5","bad"
"2","-1.0950504614","0.6919678383","0.0748926817","0.2221127597","0.2913632818","0.4779405543","5","bad"
"3","-1.7169625993","3.3558634414","0.279318416","0.3749204186","0.932540982","0.6995782434","5","good"
"3","-2.4286990121","0.6558076248","0.1384384276","0.3602545234","0.7735722339","0.6434818415","5","good"
"2.6666666667","-1.6223986648","2.6212396643","0.2330114117","0.3945269793","0.7478133063","0.5626725617","5","good"
"2.75","-4.3833319007","-1.3476563365","-0.0243366165","0.1540843771","0.3612398714","0.4705103569","5","good"
"2.25","-2.9678913207","2.7907938196","0.2151259651","0.3575619877","0.7845167734","0.5525789423","5","bad"
"3","-2.1316229947","3.8711926491","0.3105182612","0.4874435431","0.9331513723","0.7489265659","5","good"
"2.75","-1.6445301784","2.6958639736","0.3205442993","0.4520468049","0.787844157","0.6303714545","5","good"
"2","-2.4041269701","-0.9796577424","0.0044735499","0.1607622821","0.2120828756","0.4870727659","5","bad"
"2.6666666667","-2.2388526129","1.0235220798","0.1318501241","0.3425147688","0.8803720301","0.6011268929","5","good"
"2.5","-2.1197428345","3.0566904002","0.2654627387","0.4399394036","0.7977725775","0.6638490951","5","bad"
"2.8333333333","-1.0800617714","3.7455904409","0.3188415379","0.6016690673","0.9219349479","0.6829760348","5","good"
"3","-3.2343969413","-0.8364222922","0.0811486969","0.3651616083","0.6207244717","0.647527017","5","good"
"2.1","-1.2335579399","2.172170888","0.2651812672","0.4278572144","0.704597456","0.7051713835","5","bad"
"3","-2.6615068856","-2.7202438267","-0.0425219374","0.267475259","0.1087816859","0.5930616222","5","good"
"3","-1.6955810902","1.3988918749","0.1689628415","0.309566802","0.5548124806","0.5222000042","5","good"
"2.6666666667","-2.8924761751","1.3621312159","0.1577015839","0.2819857773","0.7793706279","0.5652348812","5","good"
"1","-4.1430722484","-3.6674819756","-0.0976681631","0.1838393081","-0.1064815349","0.6266735144","5","bad"
"2","-1.8352648735","1.0130954081","0.1016004764","0.1796185777","0.388964574","0.4931401187","5","bad"
"1.6666666667","-1.3504196037","2.6456166841","0.1996816536","0.3591525484","0.7157481614","0.5760184884","5","bad"
"2.5","-2.7772310682","0.1951497622","0.1115090953","0.3189791099","0.5880189982","0.5754645657","5","bad"
"3","-2.9020747382","0.6532578674","0.1268301342","0.2993276533","0.7792277078","0.5913257987","5","good"
"2.3333333333","-2.055451167","1.6299537271","0.1465487663","0.3564438553","0.5390219807","0.5224667031","5","bad"
"2.8","-3.124822733","-1.6448311956","0.0169787784","0.3427038937","0.7647970723","0.5605274526","5","good"
"2.3333333333","-2.3381692567","1.7662129426","0.231150728","0.3261795986","0.5293620142","0.5539831318","5","bad"
"3","-1.1784940565","2.2808336098","0.2381372845","0.4026730064","0.8116332705","0.6506438864","5","good"
"2.3333333333","-2.3761810271","2.0972537875","0.1986004258","0.2957833774","0.7235717203","0.5648640892","5","bad"
"2.6666666667","-2.9404404131","2.4551422012","0.189268946","0.2459601687","0.7718282262","0.5531788477","5","good"
"3","-2.4742866316","3.2372298463","0.3092006654","0.4664407689","0.889626685","0.6679005548","5","good"
"1","-9.5188509077","-4.7953808132","-0.1394210451","0.3297348108","-0.5500826013","0.673083072","5","bad"
"3","-1.0232459176","2.1164996044","0.2087206513","0.3413051206","0.7552967969","0.6096131573","5","good"
"1.3333333333","-1.3270960983","1.0421877347","0.0972065071","0.2601947327","0.4837924494","0.4975697788","5","bad"
"2.5","-1.3962219297","0.2065610369","0.0277491736","0.1595711283","0.1261238773","0.4634929037","5","bad"
"2.3333333333","-1.857717024","2.1715223932","0.2111014296","0.3993498781","0.683317568","0.5429454937","5","bad"
"2.3333333333","-1.4158767322","1.6537250232","0.1709132862","0.3239436745","0.6478574935","0.5603895986","5","bad"
"3","-2.6002617932","-1.2100692606","0.027189534","0.315508746","0.7890899515","0.5560508043","5","good"
"2.25","-2.499028401","2.3516790866","0.2468692102","0.6173868933","0.5771839198","0.7112856048","5","bad"
"1.5","-2.4473050165","0.0680066503","0.0071075139","0.1164650542","0.1288336819","0.4553159063","5","bad"
"1","-1.1213332427","-0.0239852858","-0.0041245622","0.1214840968","0.0430368072","0.4489557533","5","bad"
"2.6666666667","-2.8065745611","3.5470494022","0.2863415853","0.3984920299","0.9167916626","0.6447524442","5","good"
"3","-1.8859789017","2.4128125437","0.2252264845","0.3946552183","0.7333965052","0.5801274674","5","good"
"3","-1.6823300708","3.2239682658","0.268803943","0.4279066211","0.8622390662","0.6488031306","5","good"
"3","-1.9942669664","1.726107176","0.1702309648","0.2897376947","0.6257291001","0.5622293264","5","good"
"2.75","-1.7992997077","1.8803617349","0.1863598431","0.330293114","0.7008464267","0.6003235694","5","good"
"3","-2.4671701701","2.7336130268","0.2247090504","0.3651088862","0.8222244766","0.6109660564","5","good"
"2.3333333333","-1.5537021302","-0.0378475543","0.050174951","0.330698438","0.3399208044","0.4846995567","5","bad"
"3","-1.9563030459","2.8611075703","0.2481807806","0.4798823505","0.8545329178","0.6403279945","5","good"
"1.8","-2.2528585443","0.6629039846","0.1206570666","0.1969983875","0.3238671381","0.5318190269","5","bad"
"1","-5.541526025","-4.611838343","-0.1730694411","0.0921263103","-0.2791455301","0.5534430165","5","bad"
"2.3333333333","-1.5250639304","0.8442890356","0.0971117777","0.2721303961","0.2428759195","0.4877655538","5","bad"
"3","-2.064539666","3.1240196726","0.2601631344","0.412400385","0.8165674695","0.6623587518","5","good"
"2.6666666667","-1.6146869755","3.0542120258","0.2861322076","0.482131295","0.8852283386","0.7121915734","5","good"
"2.75","-1.3601601297","1.4611224664","0.17551671","0.4264564845","0.736544792","0.5720744732","5","good"
"2.75","-1.7866868169","1.1192989002","0.1152191286","0.2156166511","0.4296427728","0.4917193004","5","good"
"2.25","-2.1650794248","2.385441789","0.1748534326","0.2799606485","0.7184751246","0.5555317781","5","bad"
"1.25","-1.4871233508","-0.0964170791","-0.0081457892","0.0904877573","0.0251426281","0.4515051405","5","bad"
"2.6","-2.3994701499","4.3682465827","0.3477212813","0.5082657079","0.9550259577","0.7224145699","5","good"
"3","-1.7094327925","3.7311787342","0.3459305387","0.5174260934","0.8614893372","0.7066200098","5","good"
"2.75","-1.6087994753","1.6591433673","0.1624177505","0.3259489029","0.5357684964","0.5173316336","5","good"
"2.2","-3.7506848917","-0.9051960325","0.0211825335","0.2327243994","0.4204388615","0.5226001283","5","bad"
"3","-1.8585112113","1.2377156602","0.1283380609","0.2394227444","0.5341117604","0.5086254105","5","good"
"3","-1.7826628498","2.1250095861","0.1946819657","0.3265149756","0.7478349338","0.5871508966","5","good"
"1","-2.8603644583","1.13565048","0.0872806271","0.182385496","0.3460745811","0.4943042037","5","bad"
"3","-2.0517682226","1.1405374819","0.0927162375","0.1748437773","0.5103684913","0.4967338897","5","good"
"2.6666666667","-1.9072886056","1.2035116517","0.1046986997","0.1880028077","0.3619227717","0.4668346505","5","good"
"1.3333333333","-3.5857001479","-1.3727341106","-0.0252424464","0.1924044472","-0.0477061638","0.5790019795","5","bad"
"3","-1.5378117872","1.4194730134","0.1455648162","0.2523170014","0.6038469456","0.5966798085","5","good"
"3","-0.7421776496","1.8162012242","0.2299110071","0.4045752497","0.8279081446","0.7770622089","5","good"
"3","-1.6974700443","1.9706686883","0.1686167732","0.4094436782","0.7676973719","0.5779357664","5","good"
"3","-1.5354240686","2.2915410415","0.2210099284","0.4001120788","0.7572309259","0.6555662175","5","good"
"3","-2.3042635633","2.7533072503","0.2559643881","0.4205078449","0.7959911582","0.5757387079","5","good"
"1.6666666667","-0.8709782778","1.103220882","0.1023971115","0.2876194835","0.4630399867","0.4897402011","5","bad"
"1.6666666667","-1.919302575","-0.3875497696","0.1246550154","0.6076744151","0.7906543775","0.6619228641","5","bad"
"3","-1.0026928893","1.8524201512","0.2138639256","0.3801814198","0.7223223306","0.6325901082","5","good"
"3","-5.1979785186","-0.8502225714","0.0669743631","0.2637852816","0.1664368504","0.7130350857","5","good"
"3","-2.3245928837","1.3988894358","0.1614241001","0.2934985189","0.7754828914","0.671668396","5","good"
"3","-2.0995752344","2.6795057195","0.23623222","0.3670651964","0.8156701265","0.6007064727","5","good"
"2","-2.1378479456","-0.9834796857","0.0935954623","0.3967638429","0.6967404932","0.6180650294","5","bad"
"2","-3.7347787022","-2.9468397828","-0.0367920827","0.2855083772","0.0390907764","0.6453625453","5","bad"
"3","-1.6289916356","1.6056512174","0.1709088236","0.2918401235","0.5923426063","0.5274004335","5","good"
"2","-2.1991118784","-0.0219978047","0.0188564038","0.2316447152","0.1014659377","0.4779909595","5","bad"
"2.8","-1.2544157958","3.9290536272","0.3354755251","0.6513352344","0.9571214582","0.7742132764","5","good"
"2.125","-1.52469359","1.4996148548","0.1804482585","0.3238552503","0.5314900152","0.6064797978","5","bad"
"2","-6.6631527963","-4.6164744747","-0.1452306499","0.3867142321","-0.4195252359","0.5836275101","5","bad"
"2.3333333333","-2.5805683114","1.8410978243","0.1708849638","0.2633780429","0.6252210497","0.5702203366","5","bad"
"2.6666666667","-1.9861435433","1.1778654677","0.1052605502","0.1904091616","0.4468275713","0.491898006","5","good"
"2.75","-1.3308788346","1.4641018592","0.1434561815","0.3211026212","0.5949955293","0.5580060584","5","good"
"1.25","-4.1929208789","-2.1415456938","-0.0400197915","0.1682467394","0.3038911381","0.5771670459","5","bad"
"2","-3.4908762405","-3.2753014147","-0.0185080696","0.3803074138","0.076552773","0.6892799661","5","bad"
"2.625","-1.764745251","1.9496844335","0.1924791071","0.3318553986","0.7046533836","0.573431442","5","good"
"2.6666666667","-1.7622508451","2.4776196694","0.2259045694","0.4007927052","0.9249732104","0.6842864142","5","good"
"2.75","-1.6600791117","2.1268413262","0.18318074","0.311453503","0.6874604123","0.5395785448","5","good"
"2.1666666667","-2.4805958757","0.0267100658","0.0096317202","0.1858899343","0.1013453776","0.4565955706","5","bad"
"3","-2.0855657403","1.4355280311","0.1360411488","0.2309108809","0.5306490961","0.4995119082","5","good"
"1.3333333333","-10.3229037695","-6.8960592191","-0.2484185084","0.2489789755","-0.9214792956","0.6948713163","5","bad"
"1.3333333333","-7.9496764483","-3.7976708935","-0.1231485369","0.4690508767","-0.2433909857","0.5915849087","5","bad"
"1.3333333333","-1.8985437996","0.6524116565","0.060283838","0.1247727033","0.2974175645","0.4645532733","5","bad"
"2.6666666667","-1.8484134514","2.0323988487","0.1989224412","0.3669626364","0.7729629136","0.6301905691","5","good"
"2.25","-1.1872320569","0.4187755788","0.042263114","0.2053989955","0.2233441744","0.4601324651","5","bad"
"2.875","-1.8244439513","2.5889055116","0.2360273723","0.359675317","0.8090800716","0.6102036755","5","good"
"3","-1.9241412465","1.0859851613","0.1387175742","0.4435771719","0.6916396834","0.593953445","5","good"
"3","-0.9017485946","1.6926294234","0.2135724688","0.3865947254","0.5457879111","0.5744527974","5","good"
"2.3333333333","-1.5885466805","2.3205085439","0.2537594463","0.420588351","0.6859176671","0.5521850412","5","bad"
"2.5","-1.7839410003","1.8567810514","0.1941497319","0.4759469706","0.7882817747","0.6141986366","5","bad"
"3","-1.8695814505","4.0153123009","0.3367726288","0.4933743656","0.957974048","0.7444252477","5","good"
"3","-0.9926543663","2.3768705563","0.2620360144","0.4406371746","0.7901361243","0.6501094038","5","good"
"2.3333333333","-4.4770847894","0.2892735428","0.0666908278","0.1961916187","0.5114525001","0.4801668107","5","bad"
"2","-1.0243242612","0.545764452","0.068452766","0.1897992277","0.1376513573","0.4557936314","5","bad"
"1.375","-1.1485450533","0.4635515567","0.0479515361","0.1311050644","0.1811283452","0.4545833291","5","bad"
"3","-1.4695770889","1.0201363025","0.134897529","0.3067421235","0.4509660722","0.6052224289","5","good"
"3","-2.057788871","1.6195780791","0.1800461102","0.3040031845","0.5978233","0.519839233","5","good"
"3","-2.4461962074","2.7714437214","0.233230892","0.3624023839","0.8372878107","0.6429593336","5","good"
"2.8","-1.8537572712","2.8042078784","0.2381218928","0.4346510249","0.8159328128","0.6368915385","5","good"
"3","-0.9995349098","1.8915579162","0.221894953","0.4215144538","0.7191126003","0.6406016163","5","good"
"1.5","-1.524726154","0.2295035444","0.0261099317","0.1123155232","0.1006771376","0.4515635968","5","bad"
"2.6666666667","-0.6279382063","0.329060263","0.0497333206","0.1869772637","0.1407289747","0.4594834755","5","good"
"2.75","-2.3013426976","0.3056322927","0.1115681542","0.3217765747","0.5189322216","0.587264738","5","good"
"3","-7.0357810701","-1.0957920702","0.1071917657","0.5700488393","0.1099155341","0.6849778305","5","good"
"3","-2.0420916014","2.2730820964","0.2067015042","0.3153290633","0.7630792092","0.5831664413","5","good"
"3","-1.8293329138","1.4555358594","0.1728706467","0.3358234235","0.5757546515","0.5276399874","5","good"
"2","-8.589842207","-0.6410843886","0.0205689976","0.267707481","-0.0907545326","0.5694637569","5","bad"
"3","-2.7608500105","3.6108485124","0.3087132415","0.4599705934","0.9098432836","0.6463140216","5","good"
"3","-3.6992810041","-0.5315372217","0.0580507424","0.4423090421","0.4344271569","0.5818835942","5","good"
"1.3333333333","-3.0051690706","-2.7207446341","-0.03379158","0.5478419508","-0.0121110032","0.62981928","5","bad"
"2","-1.9130551872","1.0754199129","0.1219026125","0.23269892","0.3108923149","0.4931355111","5","bad"
"2.6666666667","-1.2455072688","0.7538937224","0.086484034","0.1974127003","0.318892119","0.4775660519","5","good"
"2.6","-1.9156344495","2.104294286","0.2129060964","0.3362393653","0.7326960698","0.5942928001","5","good"
"1.3333333333","-3.0144699788","0.0847153049","0.0638799505","0.1787831455","0.4030457892","0.5606567092","5","bad"
"3","-2.5063721868","3.1278590188","0.2570962167","0.4103118822","0.8605730113","0.6493726321","5","good"
"3","-1.5220540456","1.5807419439","0.1791670003","0.3191983644","0.5878252958","0.529870429","5","good"
"1","-3.0170278681","-1.526013532","-0.0394202752","0.1823823177","0.1124345238","0.5129088468","5","bad"
"3","-1.9758864142","2.3062005148","0.2264870949","0.3621569154","0.75504264","0.5938784532","5","good"
"2.6666666667","-2.1788004389","2.6748030624","0.2380208941","0.3717309691","0.7602652645","0.5721133482","5","good"
"1.25","-5.1638962814","-2.3353989054","-0.0815596327","0.0994678899","-0.2126049626","0.5544239139","5","bad"
"3","-1.921278037","1.3260043904","0.1219124755","0.2080828776","0.5360401696","0.5050000044","5","good"
"1","-7.3505039688","-2.229740765","-0.0367247853","0.2346799161","-0.0202385495","0.5803173159","5","bad"
"2.3333333333","-2.9365129002","2.2703269658","0.1785507462","0.3256617591","0.7640163319","0.5529044456","5","bad"
"2.4","-2.496878817","1.7869220556","0.1597965533","0.2802993878","0.5667383796","0.5608803218","5","bad"
"3","-1.7300092531","3.015510499","0.2852652962","0.4337622637","0.7901307333","0.6920049452","5","good"
"3","-1.3624426794","2.5516094465","0.2489038891","0.4049683178","0.8325659767","0.6586483486","5","good"
"2.6","-0.9229920841","0.9327410559","0.0875593232","0.2685761384","0.4343446536","0.4855302005","5","good"
"2.3333333333","-1.5134423392","1.002378158","0.1020452736","0.1985876587","0.4960801133","0.5074743147","5","bad"
"2.5","-1.8150606876","1.9015173549","0.1631675327","0.2627006512","0.6232704692","0.5227441351","5","bad"
"2","-4.6157079343","1.1519315854","0.24292627","0.5503252341","0.5219645668","0.691872973","5","bad"
"3","-1.4629802183","2.554880698","0.2445684089","0.3838367464","0.83108868","0.6389459076","5","good"
"3","-1.1540372945","2.8492386687","0.3119393792","0.5188184258","0.8148760934","0.6556963477","5","good"
"3","-1.2779737573","2.677785088","0.2336085789","0.4558269286","0.7816154586","0.6005393695","5","good"
